https://www.imdb.com/title/tt3063636/,Softwaring Hard,Documentary,2014,8.2/10
https://www.imdb.com/title/tt1422757/,Steal This Film,Documentary/Short Film,2006,7.1/10
https://www.imdb.com/title/tt2608732/,TPB AFK: The Pirate Bay Away from Keyboard,Documentary,2013,7.6/10
https://www.imdb.com/title/tt2084953/,Terms and Conditions May Apply,Documentary,2013,7.4/10
https://www.imdb.com/title/tt0315417/,The Code,Documentary,2001,7.5/10
https://www.imdb.com/title/tt9358204/,The Great Hack,Documentary,2019,7.0/10
https://www.imdb.com/title/tt4047350/,The Hacker Wars,Documentary,2014,6.6/10
https://www.imdb.com/title/tt3268458/,The Internet's Own Boy: The Story of Aaron Swartz,Documentary,2014,8.1/10
https://www.imdb.com/title/tt0308449/,The KGB, the Computer and Me,Documentary,1990,8.3/10
https://www.imdb.com/title/tt2335921/,The Secret History Of Hacking,Documentary,2001,7.6/10
https://www.imdb.com/title/tt2073120/,The Singularity,Drama/Science Fiction,2012,7.3/10
https://www.imdb.com/title/tt2390367/,War for the Web,Documentary,2015,7.4/10
https://www.imdb.com/title/tt2177843/,We Are Legion: The Story of the Hacktivists,Documentary,2012,7.3/10
https://www.imdb.com/title/tt1824254/,We Steal Secrets: The Story of WikiLeaks,Documentary,2013,6.9/10
https://www.imdb.com/title/tt5446858/,Zero Days,Documentary,2016,7.8/10
https://www.imdb.com/title/tt2085059/,Black Mirror,Drama/Science Fiction,2011,8.9/10
https://www.imdb.com/title/tt3560060/,CSI: Cyber,Drama/Crime/Mystery,2015,5.4/10
https://www.imdb.com/title/tt5397520/,Dark Net,Documentary/Series,2016,7.3/10
https://www.imdb.com/title/tt8134186/,Devs,Drama/Mystery/Sci-Fi,2020,7.9/10
https://www.imdb.com/title/tt2543312/,Halt and Catch Fire,Drama,2014,8.3/10
https://www.imdb.com/title/tt4158110/,Mr. Robot,Thriller/Drama,2015,8.7/10
https://www.imdb.com/title/tt1839578/,Person of Interest,Action/Crime/Drama,2011,8.5/10
https://www.imdb.com/title/tt3514324/,Scorpion,Action/Drama,2014,7.2/10
https://www.imdb.com/title/tt0500092/,Serial Experiments Lain,Cyberpunk/Animation,1998,8.2/10
https://www.imdb.com/title/tt2575988/,Silicon Valley,Comedy,2014,8.5/10
https://www.imdb.com/title/tt5028002/,StartUp,Thriller/Crime,2016,8.1/10
https://www.imdb.com/title/tt3914672/,The Code,Drama,2014,7.6/10
https://www.imdb.com/title/tt0487831/,The IT Crowd,Comedy,2006,8.6/10
https://www.imdb.com/title/tt5651844/,Travelers,Science Fiction,2016,8.0/10
https://www.imdb.com/title/tt7768092/,Valley of the Boom,Documentary/Drama,2019,6.5/10
https://www.imdb.com/title/tt0475784/,Westworld,Drama/Mystery,2016,9.0/10
